ID,price
21787,44.1848560497657
3199,82.73606825457851
9990,52.81609373871113
13052,51.989368998269185
6004,43.05763507245511
6949,47.418839081980636
6201,41.58508918467359
595,82.27670914107487
14506,48.596354078734535
13051,144.97053110365266
4571,108.937047217223
19923,62.30232569854489
1335,68.06035488058248
15559,50.8024826678177
14220,28.441031957058776
4446,32.50919126203312
8413,62.455448440581236
17520,40.1401735670469
14241,41.78824123526498
5517,34.971311172215856
21808,73.98212043227048
21036,91.71227421630913
5106,53.36222837362497
19587,28.233513250905503
21139,38.07388128579286
9499,53.94486948073198
17227,132.69940595860487
13916,62.60731102215148
3265,43.694676724485376
12646,39.529936663174695
17356,49.29326928832411
868,36.51548500663427
15679,26.707500941958543
2078,73.96170243602386
11819,62.99522811287626
7529,31.023638222870055
11958,35.54349440880786
20812,24.76721940676019
10202,94.51010203662426
21725,94.73319201892538
18662,45.42638816350414
13386,35.942862512870555
19545,53.962545168058284
13206,102.4299081465963
18238,35.47661632707608
20212,32.1514160983642
11628,36.41853861824449
16333,50.48361524087984
20516,68.55543266085536
6677,77.68096315815782
1734,26.327486793773176
18291,55.21056874378867
7535,63.454223436217475
2561,66.31108389784738
18343,79.92626287788953
15893,40.35188744219198
11968,37.38306889459417
19573,88.20047376030884
17111,71.84354104630445
9984,62.369876452061405
7084,24.39407653035783
21827,51.57128572732111
14295,88.52726712612947
9431,39.17891078052797
3312,75.10760504594373
6371,104.49754131089018
10853,38.79114459467242
18261,41.23068531352472
19106,67.58849409715586
11452,46.289747485896356
15645,85.81691229281769
4318,33.99983257928921
20409,43.180622942853816
1693,30.024179939623572
148,42.74791151704957
12477,44.41069701694016
13959,86.5296152567441
7895,49.50922704910279
14439,97.11945590346123
17607,34.81153492713778
3215,45.67437364269135
1109,65.20045029129007
17898,66.21477038441738
14225,36.3335505696883
3150,98.66095258116971
3712,57.5440762724468
7197,89.74799108241427
2642,71.64484048807923
10726,35.8806726572871
18893,49.21394192016993
18674,61.85908470084682
2824,95.02787542547331
6098,27.742867654043167
18589,83.97328510306909
17939,43.96849562283343
20457,33.882365767390304
1199,64.46172095204523
19514,59.78973155375276
7636,27.878395643364414
3391,29.22374049823255
14482,33.57313977860929
7299,79.25547176759355
5577,42.225776824813494
1403,43.66962004134926
2135,45.953464586629664
5627,78.74651754582737
10678,50.23843444058505
5407,73.89955604072924
12206,71.63989078217828
16434,149.79991794594298
7430,46.81090777557489
6276,40.49432229797421
10373,70.26769070980411
16801,54.34031428335922
1119,39.854354400322165
2197,60.30013779055061
9226,48.09959641711556
17244,52.25094213166655
3894,36.94503604579114
131,65.81925720615449
8176,93.8118859821215
10092,30.666182677923892
3235,29.96879397485673
13096,96.52483935786408
8508,55.675430949249176
2604,59.091696601399306
9397,43.80138071686838
18021,50.87922574405768
16584,32.08585646427886
13277,34.38642063421557
4804,66.97938952520659
10572,29.947499647118896
20905,80.65327960853348
13201,43.13717625661609
